TYPE_GESTION_PRAIRIE;;;;;;;;;;;;;;;;;;;;;;fauche;fauche;;;fauche;pature;fauche&pature;;fauche;fauche;pature;pature;fauche&pature;fauche&pature;;;;;;;fauche;fauche;pature;fauche&pature;fauche;pature;fauche&pature
CLIMAT;[NA];NA;;;;;;;;;;;;;;;;;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
IS_CULTURE_HIVER;[NA];O;N;O;O;N;N;N;N;O;O;N;O;O;N;O;O;N;N;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
IS_PREPA;[NA];N;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;N;O;NA;O;O;O;NA;NA;NA;O;O;NA;O;NA;O;NA;O;O;O;O;O;O;O;NA;NA;NA;NA;NA;NA
PREPA_PASSAGES;[NA];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
PREPA_OUTIL;[nom];NA;Charrue;Charrue;Charrue;Charrue;Dechaumeur;Charrue;Charrue;Dechaumeur;Charrue;Charrue;Charrue;Dechaumeur;Charrue;Dechaumeur;Dechaumeur;Charrue;Charrue;NA;Dechaumeur;NA;Dechaumeur;Dechaumeur;Dechaumeur;NA;NA;NA;Dechaumeur disques;Charrue;NA;Charrue;NA;Charrue;NA;Dechaumeur;Dechaumeur;Dechaumeur;Charrue;Charrue;Dechaumeur;Rouleaux;NA;NA;NA;NA;NA;NA
PREPA_AGRIW;[bool];NA;oui;oui;oui;oui;oui;oui;oui;oui;oui;oui;oui;oui;oui;oui;oui;oui;oui;NA;oui;NA;oui;oui;oui;NA;NA;NA;oui;oui;NA;oui;NA;oui;NA;oui;oui;oui;oui;oui;oui;oui;NA;NA;NA;NA;NA;NA
PREPA_NB_SOUS_PERIODES;[NA];NA;2;2;2;2;1;2;2;1;2;2;2;1;2;1;1;2;2;NA;1;NA;1;1;1;NA;NA;NA;1;1;NA;1;NA;1;NA;3;2;7;1;1;2;1;NA;NA;NA;NA;NA;NA
PREPA_TEMPS;[Ha/h];NA;0.9;1;1;1.1;2.5;1.3;1.3;2.5;1;1.3;1;2.5;1.3;2.5;2.5;1.1;0.9;NA;2.5;NA;2.5;2.5;2.5;NA;NA;NA;2.5;1.3;NA;1.3;NA;1.3;NA;2.5;2.5;2.5;1.3;1.3;2.5;3.5;NA;NA;NA;NA;NA;NA
PREPA_DEBUT;[jour];NA;293|335;292|303;292|303;330|364;197;161|213;161|213;208;292|303;161|213;292|303;208;161|213;208;208;330|364;300|335;NA;197;NA;196;176;175;NA;NA;NA;136;243;NA;243;NA;243;NA;122;288|319;122;46;46;41|70;220;NA;NA;NA;NA;NA;NA
PREPA_FIN;[jour];NA;334|349;302|313;302|313;363|15;199;212|222;212|222;266;302|313;212|222;302|313;266;212|222;266;266;363|15;334|349;NA;199;NA;212;201;232;NA;NA;NA;152;273;NA;273;NA;273;NA;125;318|334;125;74;74;69|74;243;NA;NA;NA;NA;NA;NA
PREPA_JOURS_P-ETP_MIN;[jour];NA;NA|NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA
PREPA_P-ETP_MIN;[mm];NA;NA|NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA
PREPA_JOURS_PLUIE;[jour];NA;NA|NA;NA|NA;NA|NA;NA|NA;NA;3|2;3|2;1;NA|NA;3|2;NA|NA;1;3|2;1;1;NA|NA;NA|NA;NA;NA;NA;3;NA;NA;NA;NA;NA;3;2;NA;2;NA;2;NA;1;3|2;1;2;2;NA|NA;3;NA;NA;NA;NA;NA;NA
PREPA_HAUTEURS_PLUIE_MAX;[mm];NA;NA|NA;NA|NA;NA|NA;NA|NA;NA;0;0;10;NA|NA;0;NA|NA;10;0;10;10;NA|NA;NA|NA;NA;NA;NA;0;NA;NA;NA;NA;NA;0;5;NA;5;NA;5;NA;10;5|5;10;5;5;NA|NA;10;NA;NA;NA;NA;NA;NA
PREPA_HUMIDITE_SOL_MAX;[%];NA;0.8|1;0.8|1;0.8|1;0.8|1;NA;0.9|0.9;0.9|0.9;NA;0.8|1;0.9|0.9;0.8|1;NA;0.9|0.9;NA;NA;0.8|1;0.8|1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.98;NA;0.98;NA;0.98;NA;0.98;0.95|0.99;0.98;0.98;0.98;0.99|1;1;NA;NA;NA;NA;NA;NA
PREPA_EFFET_RUs;[NA];NA;25|25;25|25;25|25;25|25;8;15|15;15|15;8;25|25;15|15;25|25;8;15|15;8;8;25|25;25|25;NA;8;NA;10;15;10;NA;NA;NA;7;30;NA;30;NA;30;NA;20;12|12;20;30;30;5|5;5;NA;NA;NA;NA;NA;NA
PREPA_TEMPERATURE_MIN;[C];N;NA|NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA|NA;NA|NA;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA
PREPA_JOURS_TEMP_MIN;[jour];N;NA|NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA|NA;NA|NA;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA
PREPA_TEMPERATURE_MAX;[C];N;NA|NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA|NA;NA|NA;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA
PREPA_JOURS_TEMP_MAX;[jour];N;NA|NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA|NA;NA|NA;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA
PREPA_TEMPERATURE_MAX_INF;[C];N;NA|NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA|NA;NA|NA;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA
PREPA_JOURS_TEMP_MAX_INF;[jour];N;NA|NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA;NA|NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA|NA;NA|NA;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA
IS_REPRISE;[NA];N;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;O;NA;O;O;NA;NA;N;NA;NA;NA;NA;NA;NA
REPRISE_PASSAGES;[NA];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
REPRISE_OUTIL;[nom];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Herse rotative;NA;Herse rotative;Herse rotative;NA;NA;NA;NA;NA;NA;NA;NA;NA
REPRISE_AGRIW;[bool];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;oui;NA;oui;oui;NA;NA;NA;NA;NA;NA;NA;NA;NA
REPRISE_NB_SOUS_PERIODES;[NA];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
REPRISE_TEMPS;[Ha/h];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9;NA;1.9;1.9;NA;NA;NA;NA;NA;NA;NA;NA;NA
REPRISE_DEBUT;[jour];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;123;NA;123;74;NA;NA;NA;NA;NA;NA;NA;NA;NA
REPRISE_FIN;[jour];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;126;NA;126;105;NA;NA;NA;NA;NA;NA;NA;NA;NA
REPRISE_JOURS_P-ETP_MIN;[jour];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
REPRISE_P-ETP_MIN;[mm];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
REPRISE_JOURS_PLUIE;[jour];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
REPRISE_HAUTEURS_PLUIE_MAX;[mm];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
REPRISE_HUMIDITE_SOL_MAX;[%];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.98;NA;0.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
