ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
13218;01/01/2033;0;-0.058;5.481;0.137;4.166
13218;01/01/2033;9.309;3.545;10.472;0.232;1.034
13218;01/01/2033;0;6.164;9.168;0.279;2.476
13218;02/01/2033;0;6.04;10.793;0.521;3.063
13218;02/01/2033;0;0.279;2.713;0.286;0.806
13218;02/01/2033;0;3.381;6.26;0.714;3.046
13218;03/01/2033;0;-0.707;3.491;0.208;3.825
13218;03/01/2033;0.745;2.489;3.281;0.237;1.776
13218;03/01/2033;0;8.654;11.739;0.916;1.003
13218;04/01/2033;17.547;6.634;10.883;0.508;0.47
13218;04/01/2033;0.984;0.527;5.349;0.321;1.258
13218;04/01/2033;1.89;0.678;5.923;0.346;2.476
13218;05/01/2033;0;-1.071;3.756;0.664;2.481
13218;05/01/2033;0;4.976;7.516;0.386;1.746
13218;05/01/2033;0;-0.416;1.696;0.331;0.955
13218;06/01/2033;0;0.629;6.658;0.773;2.129
13218;06/01/2033;0;1.128;5.332;0.38;1.66
13218;06/01/2033;0;-4.501;-0.281;0.192;5.366
13218;07/01/2033;0.678;-4.309;-1.282;0.248;0.967
13218;07/01/2033;0;-1.103;6.611;0.178;3.338
13218;07/01/2033;0.873;2.58;6.857;0.616;0.865
13218;08/01/2033;0;3.808;8.873;0.152;3.841
13218;08/01/2033;0;1.58;7.93;0.22;1.4
13218;08/01/2033;0.19;-2.131;-0.708;0.22;0.95
13218;09/01/2033;1.755;3.923;6.421;0.242;1.507
13218;09/01/2033;0;-4.571;-2.272;0.139;6.261
13218;09/01/2033;0;4.224;9.31;0.479;1.391
13218;10/01/2033;0.869;4.753;11.324;0.549;2.365
13218;10/01/2033;0;-6.959;-0.988;0.106;6.043
13218;10/01/2033;1.097;3.729;5.207;0.321;1.159
13218;11/01/2033;0.848;0.079;4.356;0.24;0.999
13218;11/01/2033;0.88;-3.583;0.536;0.389;2.517
13218;11/01/2033;0;9.168;12.652;0.698;3.305
13218;12/01/2033;3.358;10.346;11.981;0.406;0.758
13218;12/01/2033;1.159;-1.139;2.758;0.172;1.344
13218;12/01/2033;0;-0.059;2.198;0.275;1.458
13218;13/01/2033;0;-2.238;0;0.137;2.554
13218;13/01/2033;0;0.783;2.344;0.267;2.135
13218;13/01/2033;0;5.956;10.572;0.336;3.16
13218;14/01/2033;1.169;2.769;6.377;0.497;1.741
13218;14/01/2033;0;0.108;2.835;0.298;2.468
13218;14/01/2033;1.133;-0.853;0.235;0.282;0.744
13218;15/01/2033;0;0.196;7.822;0.47;6.31
13218;15/01/2033;0;-3.789;-1.097;0.361;5.576
13218;15/01/2033;0;4.111;10.942;0.586;1.634
13218;16/01/2033;2.424;2.892;9.501;0.256;1.685
13218;16/01/2033;1.34;4.25;9.383;0.476;1.418
13218;16/01/2033;0;-6.66;-1.714;0.04;6.04
13218;17/01/2033;1.169;-8.175;-3.363;0.101;2.781
13218;17/01/2033;14.136;2.427;8.594;0.378;0.677
13218;17/01/2033;0.142;1.732;10.945;0.623;5.637
13218;18/01/2033;1.225;9.48;14.183;0.73;2.061
13218;18/01/2033;0;-8.628;-7.637;0;7.698
13218;18/01/2033;0;-0.599;5.023;0.463;2.87
13218;19/01/2033;0;-8.88;-2.143;0.005;7.332
13218;19/01/2033;0;-0.597;2.89;0.395;4.02
13218;19/01/2033;0.199;7.873;9.832;0.863;1.381
13218;20/01/2033;0.293;5.728;9.269;0.575;1.265
13218;20/01/2033;0;-2.577;0.951;0.087;4.796
13218;20/01/2033;0;-2.151;2.279;0.452;7.437
13218;21/01/2033;0;-3.05;0.698;0.299;2.532
13218;21/01/2033;0;-0.404;7.757;0.191;7.45
13218;21/01/2033;2.33;7.537;9.794;0.295;1.151
13218;22/01/2033;2.142;4.838;10.266;0.853;1.458
13218;22/01/2033;1.589;-1.145;4.632;0.138;4.111
13218;22/01/2033;0.136;0.62;6.133;0.276;1.944
13218;23/01/2033;1.493;3.572;7.572;0.491;0.889
13218;23/01/2033;0;-1.431;2.906;0.226;2.469
13218;23/01/2033;0;2.58;7.805;0.8;6.62
13218;24/01/2033;0;2.146;6.833;0.262;4.749
13218;24/01/2033;0;-2.723;-1.053;0.411;6.706
13218;24/01/2033;0;3.141;8.383;0.44;4.653
13218;25/01/2033;0;3.849;7.453;0.475;4.529
13218;25/01/2033;0;1.87;6.886;0.262;5.592
13218;25/01/2033;0;-4.281;-1.201;0.115;6.943
13218;26/01/2033;0.168;-2.642;2.003;0.269;2.63
13218;26/01/2033;0.517;4.964;8.805;0.498;1.843
13218;26/01/2033;4.867;3.585;7.819;0.514;0.686
13218;27/01/2033;0.621;1.135;6.034;0.492;5.506
13218;27/01/2033;1.314;-3.736;1.362;0.249;3.418
13218;27/01/2033;0.157;7.603;9.523;0.729;2.968
13218;28/01/2033;1.317;7.034;9.209;0.59;1.515
13218;28/01/2033;0.58;2.921;6.944;0.382;3.767
13218;28/01/2033;0.106;-1.649;4.056;0.101;6.039
13218;29/01/2033;5.15;-0.353;1.486;0.261;0.922
13218;29/01/2033;1.879;7.958;8.98;0.501;0.86
13218;29/01/2033;3.448;0.152;2.501;0.309;1.597
13218;30/01/2033;0;-1.568;4.333;0.43;6.621
13218;30/01/2033;0;0.147;2.434;0.315;3.792
13218;30/01/2033;0.811;7.558;8.763;0.493;2.651
13218;31/01/2033;3.462;2.953;7.824;0.585;6.756
13218;31/01/2033;0;-0.453;2.515;0.279;5.019
13218;31/01/2033;0;1.316;3.592;0.547;8.345
13218;01/02/2033;1.337;-0.662;2.102;0.299;0.952
13218;01/02/2033;2.041;-0.712;6.48;0.46;1.396
13218;01/02/2033;0;0.794;4.912;0.594;6.784
13218;02/02/2033;0;-1.721;4.126;0.276;9.112
13218;02/02/2033;5.803;0.878;3.664;0.32;0.783
13218;02/02/2033;0;7.129;8.152;0.231;2.26
13218;03/02/2033;0.456;3.4;8.841;0.806;2.866
13218;03/02/2033;0.969;4.442;9.112;0.367;3.092
13218;03/02/2033;0;-1.74;3.717;0.336;9.723
13218;04/02/2033;1.65;-1.015;5.939;0.414;3.368
13218;04/02/2033;3.352;1.639;8.575;0.619;1.871
13218;04/02/2033;0;0.035;7.423;0.622;8.093
13218;05/02/2033;11.189;8.854;9.639;0.398;2.136
13218;05/02/2033;4.964;0.355;10.017;0.327;2.588
13218;05/02/2033;0.056;-1.235;6.759;0.511;8.78
13218;06/02/2033;4.914;-1.259;5.62;0.293;5.059
13218;06/02/2033;0;2.947;8.798;1.235;6.463
13218;06/02/2033;8.35;4.754;9.787;0.321;1.018
13218;07/02/2033;0.962;2.691;8.545;0.817;2.654
13218;07/02/2033;6.229;7.507;10.618;0.577;4.119
13218;07/02/2033;1.226;-1.243;6.878;0.242;1.266
13218;08/02/2033;1.733;2.367;10.924;0.553;2.057
13218;08/02/2033;0.332;8.512;11.731;0.609;4.206
13218;08/02/2033;0;1.099;6.195;1.025;8.143
13218;09/02/2033;1.641;9.351;16.211;2.079;5.952
13218;09/02/2033;0;0.019;8.176;0.316;2.423
13218;09/02/2033;0;4.163;14.92;1.343;9.66
13218;10/02/2033;0;8.303;16.479;1.982;9.278
13218;10/02/2033;1.263;7.558;9.87;0.802;5.321
13218;10/02/2033;0;4.008;10.139;0.997;6.15
13218;11/02/2033;0.986;5.705;9.748;0.944;4.315
13218;11/02/2033;0;6.664;11.938;1.007;4.147
13218;11/02/2033;0.165;7.11;13.999;1.24;3.156
13218;12/02/2033;0;5.344;11.186;0.801;8.418
13218;12/02/2033;3.802;6.106;9.677;0.834;5.545
13218;12/02/2033;17.437;7.81;10.121;0.498;1.041
13218;13/02/2033;20.672;6.303;8.602;0.454;1.062
13218;13/02/2033;0.331;3.497;4.415;0.678;3.47
13218;13/02/2033;0;6.129;14.172;1.454;9.009
13218;14/02/2033;0.868;7.064;11.877;1.081;6.288
13218;14/02/2033;0;5.5;7.677;0.707;4.103
13218;14/02/2033;0;1.733;7.884;0.959;9.796
13218;15/02/2033;0;1.696;7.783;1.134;4.731
13218;15/02/2033;0;1.138;9.201;0.681;9.614
13218;15/02/2033;11.903;5.639;11.601;0.845;5.862
13218;16/02/2033;0.254;3.506;5.206;0.433;2.066
13218;16/02/2033;0;2.963;11.846;0.746;8.4
13218;16/02/2033;4.146;1.699;7.125;0.321;1.231
13218;17/02/2033;5.291;6.557;9.659;0.689;1.453
13218;17/02/2033;1.623;5.63;8.04;0.652;3.495
13218;17/02/2033;1.495;2.42;7.299;0.742;9.197
13218;18/02/2033;0;-0.412;7.127;0.836;9.897
13218;18/02/2033;0.464;4.542;8.345;1.006;8.632
13218;18/02/2033;0;4.793;8.36;1.152;6.315
13218;19/02/2033;1.8;3.389;6.53;0.374;4.548
13218;19/02/2033;0;3.183;7.096;1.338;10.281
13218;19/02/2033;1.136;0.167;4.373;0.659;2.809
13218;20/02/2033;0;2.127;6.493;1.552;10.905
13218;20/02/2033;0;0.123;2.1;0.929;10.519
13218;20/02/2033;8.092;4.842;14.07;0.684;4.806
13218;21/02/2033;0;-2.417;0.572;0.822;12.596
13218;21/02/2033;1.385;12.482;17.141;2.27;3.325
