ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
13218;01/01/2048;0;5.954;12.332;0.452;2.619
13218;01/01/2048;1.663;6.286;9.082;0.542;2.419
13218;01/01/2048;2.961;-1.818;5.724;0.169;3.15
13218;02/01/2048;4.177;5.074;10.582;0.47;0.741
13218;02/01/2048;0;-1.893;2.727;0.274;2.754
13218;02/01/2048;0.38;5.571;11.057;0.697;1.572
13218;03/01/2048;5.619;6.558;10.826;0.445;0.994
13218;03/01/2048;1.757;4.139;9.745;0.054;4.685
13218;03/01/2048;5.353;0.794;4.431;0.187;1.894
13218;04/01/2048;0;7.359;10.909;0.375;2.08
13218;04/01/2048;0.136;1.927;8.872;0.215;1.398
13218;04/01/2048;5.113;4.498;11.4;0.274;1.462
13218;05/01/2048;9.829;8.861;13.987;0.75;1.609
13218;05/01/2048;0;5.942;8.769;0.367;1.583
13218;05/01/2048;0.41;8.345;12.878;0.839;3.114
13218;06/01/2048;0.473;3.425;9.056;0.285;1.491
13218;06/01/2048;0.245;6.527;8.307;0.489;1.446
13218;06/01/2048;2.488;4.657;9.965;0.353;1.108
13218;07/01/2048;0.497;10.075;11.063;0.516;1.007
13218;07/01/2048;1.659;4.881;8.4;0.289;1.758
13218;07/01/2048;0.603;3.062;6.514;0.298;1.404
13218;08/01/2048;5.48;5.892;9.786;0.99;2.027
13218;08/01/2048;2.065;7.306;12.14;0.275;0.638
13218;08/01/2048;0.209;4.814;11.661;0.674;2.369
13218;09/01/2048;0.774;7.018;11.457;1.05;1.274
13218;09/01/2048;0;10.557;12.404;0.655;2.145
13218;09/01/2048;0;-0.035;7.073;0.667;6.615
13218;10/01/2048;0.191;10.404;11.957;0.625;1.233
13218;10/01/2048;0;4.698;6.266;0.637;3.395
13218;10/01/2048;6.217;-0.015;8.743;0.534;0.586
13218;11/01/2048;2.498;1.192;7.7;0.161;3.353
13218;11/01/2048;0.146;9.999;12.143;0.653;1.594
13218;11/01/2048;0;2.172;8.112;0.877;3.488
13218;12/01/2048;0;0.881;6.979;0.512;2.574
13218;12/01/2048;0.161;9.614;10.96;0.627;1.629
13218;12/01/2048;0;0.221;6.306;0.266;1.853
13218;13/01/2048;0;4.059;6.985;0.339;2.027
13218;13/01/2048;4.351;2.239;9.571;0.39;1.589
13218;13/01/2048;0.63;0.733;7.559;0.059;5.393
13218;14/01/2048;0;1.338;4.065;0.531;2.521
13218;14/01/2048;1.774;3.178;9.389;0.374;0.725
13218;14/01/2048;0;1.879;10.028;0.404;1.086
13218;15/01/2048;0;-0.13;5.1;0.244;6.606
13218;15/01/2048;7.437;4.226;7.692;0.155;1.123
13218;15/01/2048;0;-1.34;1.776;0.2;5.918
13218;16/01/2048;0;-2.11;0.68;0.21;3.637
13218;16/01/2048;0.958;-0.114;6.489;0.448;3.094
13218;16/01/2048;0;-0.385;4.582;0.325;6.699
13218;17/01/2048;0;-1.14;1.605;0.214;1.853
13218;17/01/2048;0;-2.01;4.018;0.169;6.75
13218;17/01/2048;0.267;-2.128;-0.201;0.286;0.988
13218;18/01/2048;0;-2.71;1.521;0.077;6.36
13218;18/01/2048;1.079;2.35;5.034;0.256;2.64
13218;18/01/2048;0;-0.262;5.774;0.177;1.796
13218;19/01/2048;4.433;3.949;11.5;0.234;0.946
13218;19/01/2048;0.415;3.869;6.307;0.272;0.843
13218;19/01/2048;0;-0.368;2.512;0.329;2.71
13218;20/01/2048;0;-1.462;5.814;0.357;6.915
13218;20/01/2048;0;9.986;11.474;0.506;1.314
13218;20/01/2048;0;0.61;9.716;0.338;6.834
13218;21/01/2048;3.475;7.248;11.075;0.349;1.378
13218;21/01/2048;0;1.127;8.066;0.42;7.113
13218;21/01/2048;0;-1.268;6.841;0.41;6.988
13218;22/01/2048;0;-1.153;7.931;0.275;6.924
13218;22/01/2048;0;3.359;5.151;0.392;2.136
13218;22/01/2048;0;-1.043;6.236;0.277;7.443
13218;23/01/2048;21.288;0.521;2.631;0.467;0.763
13218;23/01/2048;0;-1.209;5.254;0.355;7.645
13218;23/01/2048;0;0.559;3.101;0.324;4.31
13218;24/01/2048;0;-0.224;1.618;0.467;5.847
13218;24/01/2048;0;-1.715;2.851;0.197;8.024
13218;24/01/2048;2.206;-3.584;-0.571;0.395;1.622
