ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
13218;01/01/2043;0;1.608;4.912;0.503;2.098
13218;01/01/2043;3.681;6.307;11.563;0.551;2.398
13218;01/01/2043;0;-1.53;0.455;0.355;3.364
13218;02/01/2043;0.056;-0.839;0.317;0.388;2.997
13218;02/01/2043;0;-0.086;5.479;0.259;4.379
13218;02/01/2043;0;4.262;8.404;0.606;0.785
13218;03/01/2043;0;0.054;5.082;0.378;1.01
13218;03/01/2043;0.16;4.065;7.136;0.177;2.302
13218;03/01/2043;0;-3.908;-1.489;0.248;3.526
13218;04/01/2043;7.144;-3.819;-1.759;0.427;1.476
13218;04/01/2043;0;3.801;6.756;0.169;1.394
13218;04/01/2043;0.104;1.392;6.997;0.222;0.892
13218;05/01/2043;0;0.391;7.134;0.186;4.812
13218;05/01/2043;0;1.099;8.449;0.206;4.638
13218;05/01/2043;3.379;-5.031;-1.744;0.13;1.2
13218;06/01/2043;0;-8.03;-1.275;0.004;4.702
13218;06/01/2043;0;1.52;7.577;0.211;1.586
13218;06/01/2043;0;0.043;7.852;0.154;3.081
13218;07/01/2043;0;2.311;7.835;0.271;1.157
13218;07/01/2043;0;1.318;6.511;0.37;2.946
13218;07/01/2043;1.434;-4.248;-2.062;0.117;0.951
13218;08/01/2043;2.056;-0.786;2.106;0.121;2.839
13218;08/01/2043;0;1.488;2.45;0.357;1.58
13218;08/01/2043;2.924;4.458;11.853;0.472;2.081
13218;09/01/2043;0;2.528;7.454;0.378;2.924
13218;09/01/2043;0;-0.829;8.795;0.129;5.228
13218;09/01/2043;0.745;2.734;7.45;0.189;1.66
13218;10/01/2043;6.44;2.536;8.003;0.214;1.286
13218;10/01/2043;0;0.684;8.513;0.144;5.387
13218;10/01/2043;1.491;3.088;6.95;0.421;2.22
13218;11/01/2043;0;-0.265;5.617;0.196;5.916
13218;11/01/2043;1.939;6.23;7.343;0.385;0.622
13218;11/01/2043;0;2.842;6.66;0.2;3.929
13218;12/01/2043;1.314;-1.986;6.115;0.59;2.767
13218;12/01/2043;0.451;3.513;8.847;0.228;2.233
13218;12/01/2043;0;0.096;7.394;0.739;6.021
13218;13/01/2043;0.275;4.357;7.266;0.725;4.661
13218;13/01/2043;3.006;2.73;3.892;0.369;0.597
13218;13/01/2043;3.744;4.319;5.651;0.213;1.058
13218;14/01/2043;0;4.247;7.91;0.195;2.397
13218;14/01/2043;6.509;3.744;8.047;0.679;1.714
13218;14/01/2043;3.389;0.7;3.777;0.345;4.831
13218;15/01/2043;0;-1.252;1.485;0.45;5.766
13218;15/01/2043;1.857;2.329;4.503;0.613;0.93
13218;15/01/2043;0.164;3.014;6.569;0.336;4.072
13218;16/01/2043;8.995;2.029;10.156;0.337;0.988
13218;16/01/2043;0;0.199;2.928;0.514;3.126
13218;16/01/2043;0;-4.042;1.081;0.071;5.781
13218;17/01/2043;0;-0.454;0.365;0.154;5.969
13218;17/01/2043;0;-4.227;1.141;0.151;5.088
13218;17/01/2043;3.787;4.912;9.024;0.191;4.649
13218;18/01/2043;0;3.558;7.732;0.359;1.238
13218;18/01/2043;0;0.298;2.198;0.185;2.154
13218;18/01/2043;3.193;-0.5;3.068;0.391;0.855
