ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
13218;01/01/2046;0;-2.269;2.372;0.25;1.651
13218;01/01/2046;0;6.539;11.665;0.433;3.067
13218;01/01/2046;1.626;4.947;10.124;0.279;0.682
13218;02/01/2046;0;-0.226;0.881;0.207;2.551
13218;02/01/2046;0.255;3.755;9.497;0.299;4.479
13218;02/01/2046;0;5.874;9.941;0.409;2.068
13218;03/01/2046;0;1.878;7.638;0.113;3.06
13218;03/01/2046;0;-2.982;0.557;0.175;4.149
13218;03/01/2046;0.494;7.521;10.795;0.335;0.907
13218;04/01/2046;0;4.841;9.189;0.939;4.675
13218;04/01/2046;0.063;4.044;8.062;0.239;1.152
13218;04/01/2046;2.031;0.058;5.644;0.371;1.045
13218;05/01/2046;0;3.639;7.939;0.165;2.51
13218;05/01/2046;0;4.876;11.825;0.64;1.625
13218;05/01/2046;6.327;2.388;9.941;0.57;0.636
13218;06/01/2046;3.876;2.099;10.524;0.461;0.808
13218;06/01/2046;0;6.122;11.565;0.525;3.372
13218;06/01/2046;1.175;6.06;11.076;0.387;2.615
13218;07/01/2046;1.225;8.154;10.336;0.518;2.511
13218;07/01/2046;0;3.95;10.16;0.532;3.777
13218;07/01/2046;0.542;3.146;7.126;0.469;1.498
13218;08/01/2046;2.428;3.822;4.992;0.366;2
13218;08/01/2046;0.044;2.039;6.352;0.482;4.999
13218;08/01/2046;0.697;6.68;8.599;0.368;1.812
13218;09/01/2046;8.023;5.836;6.445;0.24;1.003
13218;09/01/2046;3.804;1.68;3.921;0.311;1.27
13218;09/01/2046;0.953;2.85;2.922;0.453;1.967
13218;10/01/2046;2.491;3.273;7.607;0.154;1.827
13218;10/01/2046;0;-1.412;0.325;0.257;2.183
13218;10/01/2046;6.079;4.477;4.692;0.168;2.537
13218;11/01/2046;4.042;-1.989;6.205;0.226;0.791
13218;11/01/2046;0;-2.505;0.543;0.146;3.255
13218;11/01/2046;13.968;4.472;6.919;0.231;0.769
13218;12/01/2046;6.375;6.075;7.702;0.266;0.798
13218;12/01/2046;7.729;-0.203;10.371;0.365;0.631
13218;12/01/2046;2.373;-2.418;3.91;0.469;0.952
13218;13/01/2046;8.344;5.984;10.621;0.192;0.744
13218;13/01/2046;3.172;7.985;10.418;0.178;1.431
13218;13/01/2046;0;2.683;5.231;0.36;3.708
13218;14/01/2046;10.228;3.776;10.695;0.331;0.724
13218;14/01/2046;3.828;8.251;9.979;0.495;0.768
13218;14/01/2046;4.376;6.174;8.485;0.606;3.027
13218;15/01/2046;0.242;1.302;6.687;0.661;4.472
13218;15/01/2046;3.069;9.101;11.117;0.525;2.107
13218;15/01/2046;0.73;2.944;11.053;0.109;4.266
13218;16/01/2046;3.156;1.994;10.018;0.254;1.153
13218;16/01/2046;6.583;3.061;7.211;0.894;2.951
13218;16/01/2046;4.672;0.688;3.509;0.461;3.993
13218;17/01/2046;0.471;2.521;5.042;0.149;1.88
13218;17/01/2046;0;0.479;1.316;0.429;2.563
13218;17/01/2046;4.989;6.486;9.549;0.701;2.387
13218;18/01/2046;4.336;8.92;12.882;0.219;1.045
13218;18/01/2046;8.927;-0.318;9.948;0.205;0.775
13218;18/01/2046;0.491;1.648;2.411;0.49;2.297
13218;19/01/2046;0;0.078;4.361;0.423;6.56
13218;19/01/2046;0;4.482;8.739;0.548;4.828
13218;19/01/2046;0.499;10.607;14.736;0.594;0.812
13218;20/01/2046;0.496;1.971;7.806;0.587;1.84
13218;20/01/2046;0;9.893;14.965;1.53;5.675
13218;20/01/2046;0;-0.833;2.651;0.346;5.396
13218;21/01/2046;0;-2.131;0.588;0.569;2.551
13218;21/01/2046;0;-0.402;5.292;0.359;7.391
13218;21/01/2046;0;8.667;16.427;1.071;5.212
13218;22/01/2046;0;-1.4;2.576;0.492;7.938
13218;22/01/2046;0;-2.161;3.645;0.729;5.012
13218;22/01/2046;5.344;4.177;8.442;0.506;1.278
13218;23/01/2046;0;1.232;8.321;0.441;5.384
13218;23/01/2046;4.835;-0.239;2.225;0.37;4.453
