ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
13218;01/01/2021;0;3.499;6.144;0.456;2.713
13218;01/01/2021;1.747;2.878;5.799;0.252;0.588
13218;01/01/2021;10.517;5.033;12.625;0.547;1.614
13218;02/01/2021;0;2.333;8.855;0.623;1.259
13218;02/01/2021;0.166;1.667;3.853;0.499;4.658
13218;02/01/2021;0;1.999;5.409;0.311;3.03
13218;03/01/2021;0;-2.566;0.329;0.57;4.484
13218;03/01/2021;0;1.915;7.899;0.409;5.074
13218;03/01/2021;1.703;1.121;2.064;0.282;0.984
13218;04/01/2021;0.182;2.54;4.766;0.2;1.066
13218;04/01/2021;0;-0.533;3.418;0.429;5.591
13218;04/01/2021;0;-5.366;-1.622;0.814;1.212
13218;05/01/2021;0.185;-5.063;-1.203;0.548;3.988
13218;05/01/2021;0;-4.309;1.184;0.177;5.769
13218;05/01/2021;0.913;-1.538;0.689;0.69;0.898
13218;06/01/2021;1.98;-4.709;-2.193;0.27;1.366
13218;06/01/2021;0;-5.328;-0.801;0.084;5.779
13218;06/01/2021;3.857;-3.363;2.91;0.278;0.743
13218;07/01/2021;0;-5.846;-0.658;0.029;5.847
13218;07/01/2021;6.061;3.114;4.971;0.191;0.744
13218;07/01/2021;0;-5.449;-0.267;0.12;4.414
13218;08/01/2021;0;-3.891;-0.365;0.104;3.733
13218;08/01/2021;0.511;-0.163;2.032;0.284;3.657
13218;08/01/2021;0;-6.344;-0.11;0.006;6
13218;09/01/2021;0;-1.828;0.467;0.269;2.834
13218;09/01/2021;0;-6.83;-0.582;0.026;6.106
13218;09/01/2021;1.293;-3.442;1.602;0.178;0.622
13218;10/01/2021;0.19;0.007;2.539;0.119;2.478
13218;10/01/2021;0.932;-2.524;-0.629;0.211;1.355
13218;10/01/2021;0;-7.445;-0.853;0.018;6.082
13218;11/01/2021;0;-3.92;-1.551;0.16;2.391
13218;11/01/2021;0;-6.227;0.037;0.089;3.183
13218;11/01/2021;3.114;2.788;6.932;0.181;1.564
13218;12/01/2021;0;-6.581;-3.411;0.201;1.675
13218;12/01/2021;0.926;2.453;9.511;0.272;1.726
13218;12/01/2021;0;-4.014;0.211;0.161;3.636
13218;13/01/2021;0;-4.793;0.744;0.058;6.272
13218;13/01/2021;0;-0.382;7.455;0.234;5.976
